lemma	pos	#_semcor	#_omsti	#_omsti_sample
whole	n	8	0	0
triumph	n	46	0	0
fault_line	n	0	0	0
victory	n	41	0	0
part	n	434	0	0
legal_principle	n	0	0	0
selection	n	35	0	0
september	n	21	0	0
review	n	8	0	0
loan	n	19	0	0
washington	n	33	0	0
courthouse	n	0	0	0
area	n	244	0	0
principle	n	41	0	0
reduction	n	21	0	0
capital	n	25	0	0
immigration	n	1	0	0
goal	n	58	0	0
business	n	198	0	0
high	n	47	0	0
industry	n	73	0	0
fannie_mae	n	0	0	0
summer	n	57	0	0
atmosphere	n	45	0	0
critic	n	8	0	0
foreign_minister	n	2	0	0
impartiality	n	0	0	0
emission	n	8	0	0
england	n	39	0	0
cleveland	n	5	0	0
sale	n	48	0	0
nobility	n	5	0	0
trial	n	76	0	0
degree	n	183	0	0
cash	n	8	0	0
institute	n	1	0	0
worker	n	37	0	0
rallying_cry	n	9	0	0
violence	n	23	0	0
index	n	24	0	0
cup	n	20	0	0
punishment	n	17	0	0
bonus	n	3	0	0
economic_commission_for_latin_america	n	0	0	0
security	n	26	0	0
research	n	56	0	0
arsenic	n	1	0	0
barrel	n	8	0	0
prosecutor	n	6	0	0
cost	n	144	0	0
specialist	n	20	0	0
science	n	16	0	0
fundraiser	n	0	0	0
system	n	127	0	0
quarter	n	14	0	0
institution	n	40	0	0
reason	n	129	0	0
usa	n	121	0	0
flow	n	49	0	0
firm	n	29	0	0
directive	n	1	0	0
yahoo	n	1	0	0
woe	n	9	0	0
opportunity	n	97	0	0
drought	n	6	0	0
damage	n	29	0	0
proximity	n	0	0	0
term	n	55	0	0
trainer	n	0	0	0
draft	n	8	0	0
league	n	13	0	0
game	n	92	0	0
cut	n	5	0	0
instability	n	4	0	0
state	n	335	0	0
acceptance	n	11	0	0
spite	n	1	0	0
tone	n	99	0	0
united_states_supreme_court	n	2	0	0
litigation	n	1	0	0
lot	n	74	0	0
tie	n	24	0	0
greenhouse_gas	n	0	0	0
gathering	n	8	0	0
first_period	n	0	0	0
language	n	87	0	0
trading	n	2	0	0
show	n	28	0	0
type	n	145	0	0
election	n	68	0	0
day	n	337	0	0
half	n	49	0	0
intention	n	95	0	0
u.s.	n	169	0	0
structure	n	54	0	0
deforestation	n	0	0	0
human_right	n	0	0	0
india	n	5	0	0
assistance	n	69	0	0
reality	n	71	0	0
surgeon	n	9	0	0
offer	n	3	0	0
broadcaster	n	0	0	0
publication	n	12	0	0
violator	n	0	0	0
picture	n	209	0	0
murder	n	43	0	0
trend	n	35	0	0
crime	n	19	0	0
relation	n	36	0	0
interview	n	11	0	0
program	n	212	0	0
hard_time	n	1	0	0
inspiration	n	3	0	0
june	n	26	0	0
notion	n	72	0	0
trade	n	52	0	0
october	n	16	0	0
sort	n	239	0	0
victim	n	12	0	0
migration	n	2	0	0
participation	n	17	0	0
today	n	78	0	0
settlement	n	53	0	0
poverty	n	6	0	0
imposition	n	3	0	0
courtroom	n	5	0	0
month	n	104	0	0
technician	n	3	0	0
legal_action	n	1	0	0
push	n	19	0	0
aspect	n	95	0	0
future	n	45	0	0
communication	n	36	0	0
play	n	80	0	0
robustness	n	1	0	0
private_enterprise	n	0	0	0
iraq	n	2	0	0
minute	n	201	0	0
ethic	n	8	0	0
urgency	n	4	0	0
crush	n	1	0	0
diversity	n	9	0	0
russia	n	19	0	0
economic_growth	n	0	0	0
society	n	110	0	0
carnival	n	1	0	0
sponsor	n	4	0	0
release	n	18	0	0
editor	n	17	0	0
involvement	n	82	0	0
department_of_energy	n	0	0	0
unemployed	n	0	0	0
text	n	54	0	0
wrist	n	9	0	0
factor	n	101	0	0
referee	n	2	0	0
respondent	n	0	0	0
speaker	n	13	0	0
place	n	286	0	0
observer	n	22	0	0
light	n	111	0	0
company	n	107	0	0
immigrant	n	5	0	0
party	n	63	0	0
investment	n	12	0	0
leader	n	23	0	0
market	n	34	0	0
wage	n	97	0	0
replacement	n	26	0	0
card	n	12	0	0
book	n	101	0	0
new_york	n	65	0	0
use	n	193	0	0
circus	n	2	0	0
lawbreaker	n	0	0	0
london	n	13	0	0
sense	n	74	0	0
news_conference	n	3	0	0
action	n	164	0	0
life_form	n	0	0	0
report	n	106	0	0
supreme_court	n	2	0	0
low	n	0	0	0
support	n	47	0	0
circle	n	38	0	0
e-mail	n	0	0	0
scoreboard	n	1	0	0
behavior	n	54	0	0
assistant_professor	n	0	0	0
migrant	n	0	0	0
effect	n	225	0	0
talk	n	21	0	0
individual	n	6782	0	0
shortage	n	7	0	0
obstacle	n	6	0	0
jury	n	23	0	0
testimony	n	13	0	0
solicitor_general	n	0	0	0
code_of_conduct	n	4	0	0
lender	n	0	0	0
stake	n	11	0	0
half_a_dozen	n	9	0	0
number	n	216	0	0
dollar	n	36	0	0
adaptation	n	2	0	0
european_country	n	3	0	0
hand	n	182	0	0
passion	n	11	0	0
activist	n	0	0	0
friday	n	18	0	0
football	n	11	0	0
advice	n	15	0	0
complaint	n	21	0	0
rest	n	58	0	0
internet	n	4	0	0
peru	n	1	0	0
banality	n	6	0	0
misconduct	n	0	0	0
battle	n	45	0	0
move	n	36	0	0
example	n	170	0	0
expulsion	n	3	0	0
phase	n	72	0	0
loss	n	45	0	0
global_warming	n	0	0	0
basket	n	8	0	0
posturing	n	0	0	0
track	n	17	0	0
challenger	n	8	0	0
child	n	265	0	0
conservative	n	3	0	0
status	n	101	0	0
goalkeeper	n	0	0	0
defense_lawyer	n	0	0	0
field	n	152	0	0
appeals_court	n	0	0	0
team	n	51	0	0
absence	n	31	0	0
development	n	177	0	0
hegemony	n	0	0	0
provocation	n	2	0	0
pay	n	97	0	0
guest_of_honor	n	0	0	0
opinion	n	106	0	0
chemical	n	6	0	0
planet	n	22	0	0
wife	n	120	0	0
astrobiology	n	0	0	0
scorer	n	0	0	0
sport	n	24	0	0
substitution	n	4	0	0
scope	n	67	0	0
power	n	123	0	0
conviction	n	22	0	0
find	n	17	0	0
trouble	n	85	0	0
european_union	n	0	0	0
member	n	75	0	0
kind	n	238	0	0
misery	n	9	0	0
addition	n	66	0	0
receipt	n	6	0	0
advance	n	29	0	0
level	n	212	0	0
code	n	11	0	0
concentration	n	41	0	0
striker	n	0	0	0
anaesthetist	n	0	0	0
border	n	39	0	0
edition	n	12	0	0
progress	n	38	0	0
concern	n	104	0	0
news	n	43	0	0
door	n	146	0	0
consumer	n	10	0	0
president	n	40	0	0
complementarity	n	0	0	0
predominance	n	2	0	0
bed	n	60	0	0
danger	n	23	0	0
cycle	n	21	0	0
issue	n	284	0	0
popularity	n	6	0	0
home	n	210	0	0
generosity	n	1	0	0
end	n	165	0	0
ethos	n	2	0	0
reserve	n	8	0	0
fine	n	0	0	0
representation	n	22	0	0
process	n	102	0	0
professor	n	19	0	0
yield	n	15	0	0
climate	n	13	0	0
wave	n	53	0	0
sideline	n	2	0	0
imperative	n	0	0	0
nation	n	145	0	0
investor	n	3	0	0
regulator	n	1	0	0
plane	n	44	0	0
regard	n	40	0	0
compensation	n	6	0	0
law_firm	n	0	0	0
microbiology	n	0	0	0
attitude	n	79	0	0
wall_street	n	2	0	0
poll	n	5	0	0
dinner	n	31	0	0
lifetime	n	21	0	0
line	n	284	0	0
working_group	n	0	0	0
recovery	n	7	0	0
region	n	98	0	0
congestion	n	2	0	0
organism	n	13	0	0
thursday	n	13	0	0
central_america	n	0	0	0
oil	n	15	0	0
money	n	90	0	0
range	n	89	0	0
left	n	25	0	0
mexico	n	3	0	0
waiter	n	4	0	0
worry	n	21	0	0
ink	n	2	0	0
congress	n	31	0	0
contrast	n	39	0	0
administration	n	37	0	0
wind	n	26	0	0
minister	n	20	0	0
harassment	n	0	0	0
unemployment	n	3	0	0
billion	n	1	0	0
height	n	24	0	0
china	n	12	0	0
venezuela	n	1	0	0
rape	n	0	0	0
claim	n	51	0	0
point	n	260	0	0
increase	n	93	0	0
thing	n	310	0	0
inclusion	n	1	0	0
war	n	79	0	0
performance	n	62	0	0
swing	n	2	0	0
adviser	n	4	0	0
flood	n	12	0	0
protection	n	30	0	0
death_penalty	n	5	0	0
perimeter	n	8	0	0
osteopath	n	0	0	0
israel	n	0	0	0
attendance	n	2	0	0
south_america	n	3	0	0
challenge	n	7	0	0
energy	n	44	0	0
accumulation	n	16	0	0
journal	n	6	0	0
spokesman	n	1	0	0
limit	n	32	0	0
uproar	n	2	0	0
evening	n	36	0	0
representative	n	71	0	0
shackle	n	4	0	0
fact	n	124	0	0
reporting	n	1	0	0
opponent	n	13	0	0
budget	n	7	0	0
recession	n	5	0	0
period	n	104	0	0
bid	n	21	0	0
net	n	23	0	0
year	n	439	0	0
weekend	n	13	0	0
bush_administration	n	0	0	0
knowledge	n	39	0	0
trial_judge	n	1	0	0
nasdaq	n	0	0	0
row	n	13	0	0
judge	n	9	0	0
saturday	n	26	0	0
execution	n	66	0	0
will	n	26	0	0
environment	n	22	0	0
nutrient	n	27	0	0
country	n	336	0	0
leadership	n	31	0	0
deposit	n	9	0	0
bond	n	38	0	0
risk	n	19	0	0
detail	n	76	0	0
suspension	n	11	0	0
united_kingdom	n	5	0	0
invasion	n	9	0	0
right	n	69	0	0
juror	n	2	0	0
senate	n	10	0	0
december	n	23	0	0
decision	n	67	0	0
google	n	0	0	0
past	n	43	0	0
service	n	49	0	0
national_institutes_of_health	n	0	0	0
new_york_stock_exchange	n	0	0	0
finding	n	27	0	0
kitty	n	5	0	0
labor	n	85	0	0
capability	n	19	0	0
san_jose	n	0	0	0
proportion	n	16	0	0
dispute	n	6	0	0
treasury	n	9	0	0
idea	n	207	0	0
journalist	n	4	0	0
message	n	41	0	0
economy	n	30	0	0
way	n	472	0	0
fear	n	74	0	0
meeting	n	40	0	0
matter	n	111	0	0
negotiation	n	3	0	0
focus	n	19	0	0
heavyweight	n	3	0	0
form	n	587	0	0
paper	n	112	0	0
record	n	81	0	0
brazil	n	2	0	0
overhaul	n	2	0	0
impact	n	18	0	0
analyst	n	9	0	0
reference	n	66	0	0
television_show	n	2	0	0
boost	n	6	0	0
treaty	n	4	0	0
committee	n	46	0	0
nasa	n	0	0	0
police	n	36	0	0
responsibility	n	43	0	0
view	n	139	0	0
night	n	155	0	0
two_dozen	n	3	0	0
charge	n	39	0	0
subject	n	131	0	0
discipline	n	39	0	0
vice_president	n	10	0	0
costa_rica	n	0	0	0
routine	n	21	0	0
document	n	17	0	0
earth	n	158	0	0
daughter	n	31	0	0
closing	n	10	0	0
occasion	n	27	0	0
backing	n	6	0	0
transaction	n	2	0	0
asset	n	1	0	0
strategy	n	21	0	0
breach	n	2	0	0
momentum	n	9	0	0
hotel	n	39	0	0
last_minute	n	0	0	0
freddie_mac	n	0	0	0
integrity	n	23	0	0
difference	n	98	0	0
fund	n	36	0	0
path	n	69	0	0
new_haven	n	1	0	0
united_states_senate	n	4	0	0
ecuador	n	0	0	0
house	n	273	0	0
volume	n	65	0	0
dramatization	n	0	0	0
united_states	n	169	0	0
organisation	n	86	0	0
relative	n	9	0	0
temperature	n	92	0	0
violation	n	12	0	0
market_economy	n	0	0	0
copenhagen	n	4	0	0
flexibility	n	9	0	0
superior_court	n	0	0	0
student	n	95	0	0
machinery	n	15	0	0
contribution	n	27	0	0
outlet	n	9	0	0
social_system	n	6	0	0
reporter	n	12	0	0
speculation	n	8	0	0
time	n	516	0	0
number_one	n	14	0	0
practice	n	57	0	0
compatibility	n	0	0	0
arrival	n	6	0	0
employment	n	159	0	0
healthcare	n	0	0	0
behalf	n	6	0	0
player	n	54	0	0
couple	n	39	0	0
government	n	124	0	0
territory	n	45	0	0
pressure	n	104	0	0
infrastructure	n	0	0	0
nobel_prize	n	1	0	0
bombing	n	2	0	0
rival	n	8	0	0
upper_limit	n	14	0	0
lawyer	n	23	0	0
creation	n	72	0	0
conference	n	24	0	0
world	n	271	0	0
halftime	n	1	0	0
appeal	n	28	0	0
element	n	88	0	0
law	n	136	0	0
democrat	n	5	0	0
march	n	20	0	0
mood	n	24	0	0
world_cup	n	0	0	0
pound	n	54	0	0
application	n	29	0	0
indicator	n	14	0	0
open_university	n	0	0	0
peak	n	29	0	0
group	n	1338	0	0
morning	n	86	0	0
calif.	n	13	0	0
case	n	199	0	0
trick	n	7	0	0
oxygen	n	42	0	0
indication	n	16	0	0
credit_union	n	0	0	0
championship	n	9	0	0
horde	n	6	0	0
biochemistry	n	0	0	0
hard_line	n	0	0	0
oil_company	n	0	0	0
century	n	129	0	0
outline	n	6	0	0
safety_net	n	0	0	0
america	n	122	0	0
circumstance	n	57	0	0
justice	n	28	0	0
common_sense	n	6	0	0
hour	n	136	0	0
high_court	n	0	0	0
military	n	7	0	0
space	n	52	0	0
ceo	n	0	0	0
major_power	n	3	0	0
trajectory	n	0	0	0
outcome	n	240	0	0
liability	n	1	0	0
envoy	n	0	0	0
option	n	40	0	0
familiarity	n	7	0	0
week	n	107	0	0
us	n	121	0	0
situation	n	107	0	0
ruling	n	6	0	0
viewpoint	n	29	0	0
club	n	45	0	0
family	n	186	0	0
culpability	n	0	0	0
help	n	82	0	0
set	n	73	0	0
defense	n	35	0	0
democracy	n	17	0	0
sanction	n	6	0	0
long_time	n	19	0	0
return	n	62	0	0
estimate	n	26	0	0
filing	n	3	0	0
climate_change	n	0	0	0
indifference	n	6	0	0
commitment	n	7	0	0
microbe	n	0	0	0
possibility	n	71	0	0
discovery	n	22	0	0
favor	n	17	0	0
stability	n	7	0	0
nothing	n	142	0	0
expenditure	n	22	0	0
customer	n	26	0	0
reaction	n	67	0	0
ministry	n	2	0	0
bank	n	37	0	0
fraud	n	10	0	0
wittiness	n	15	0	0
coverage	n	3	0	0
dominican_republic	n	1	0	0
fairness	n	3	0	0
oil_industry	n	1	0	0
competition	n	41	0	0
american	n	35	0	0
researcher	n	11	0	0
organization	n	86	0	0
giant	n	12	0	0
technology	n	20	0	0
one	n	79	0	0
argument	n	80	0	0
tuesday	n	12	0	0
sum	n	98	0	0
contract	n	21	0	0
advantage	n	23	0	0
distinction	n	29	0	0
winner	n	5	0	0
start	n	37	0	0
side	n	147	0	0
phosphorus	n	1	0	0
table	n	81	0	0
wednesday	n	12	0	0
competitor	n	8	0	0
spirit	n	126	0	0
shock	n	15	0	0
verdict	n	1	0	0
event	n	299	0	0
training	n	72	0	0
search	n	25	0	0
ground	n	233	0	0
shareholder	n	18	0	0
fate	n	27	0	0
connecticut	n	3	0	0
result	n	292	0	0
obligation	n	41	0	0
burden	n	23	0	0
manager	n	88	0	0
news_media	n	4	0	0
emotion	n	44	0	0
talent	n	23	0	0
contributor	n	2	0	0
responsiveness	n	11	0	0
whistle	n	0	0	0
comment	n	58	0	0
teamwork	n	0	0	0
chart	n	9	0	0
moon	n	36	0	0
campaign	n	36	0	0
experience	n	125	0	0
auction	n	0	0	0
match	n	22	0	0
proposal	n	17	0	0
movie	n	76	0	0
attorney	n	23	0	0
negotiator	n	0	0	0
dow_jones	n	0	0	0
role	n	159	0	0
unit	n	43	0	0
presence	n	38	0	0
bankruptcy	n	2	0	0
basis	n	70	0	0
hydrogen	n	6	0	0
par	n	5	0	0
rise	n	19	0	0
promise	n	29	0	0
top	n	57	0	0
hall	n	65	0	0
string	n	12	0	0
bricklayer	n	1	0	0
